Year,Country / territory of asylum/residence,Location Name,Female 0-4,Female 5-11,Female 5-17,Female 12-17,Female 18-59,Female 60+,F: Unknown,F: Total,Male 0-4,Male 5-11,Male 5-17,Male 12-17,Male 18-59,Male 60+,M: Unknown,M: Total
2011,Somalia,Togdheer : Gobolka - Region,2972,2773,,1783,5154,397,,13079,2773,2973,,1783,4755,397,,12681
2011,Somalia,Sool : Gobolka - Region,556,519,,334,964,74,,2447,519,556,,334,889,75,,2373
2011,Somalia,Shabelle Hoose : Gobolka - Region,57248,53396,,34355,99216,7645,,251860,53415,57256,,34355,91576,7648,,244250
2011,Somalia,Shabelle Dhexe : Gobolka - Region,5996,5592,,3598,10392,801,,26379,5594,5997,,3598,9591,801,,25581
2011,Somalia,Sanaag : Gobolka - Region,105,98,,63,182,14,,462,98,105,,63,168,14,,448
2011,Somalia,Nugaal : Gobolka - Region,1096,1022,,658,1899,146,,4821,1022,1096,,658,1752,146,,4674
2011,Somalia,Juba Hoose : Gobolka - Region,3531,3293,,2119,6120,473,,15536,3295,3531,,2119,5648,471,,15064
2011,Somalia,Juba Dhexe : Gobolka - Region,3116,2905,,1869,5400,416,,13706,2907,3116,,1869,4984,418,,13294
2011,Somalia,Hiraan : Gobolka - Region,5903,5506,,3542,10231,789,,25971,5508,5906,,3542,9444,789,,25189
2011,Somalia,Hargeisa : Point,298,318,,132,841,4,240,1833,247,348,,128,987,22,176,1908
2011,Somalia,Gedo : Gobolka - Region,8829,8235,,5298,15300,1179,,38841,8238,8830,,5298,14123,1180,,37669
2011,Somalia,Galgaduud : Gobolka - Region,17211,16053,,10327,29828,2299,,75718,16058,17214,,10330,27531,2299,,73432
2011,Somalia,Bay : Gobolka - Region,4595,4286,,2758,7963,614,,20216,4287,4595,,2758,7350,614,,19604
2011,Somalia,Banadir : District,21278,19847,,12770,36878,2840,,93613,19854,21282,,12770,34038,2843,,90787
2011,Somalia,Bakool : Gobolka - Region,2769,2583,,1662,4800,370,,12184,2584,2770,,1662,4430,370,,11816
2011,Somalia,Awdal : Gobolka - Region,922,860,,553,1598,123,,4056,860,923,,553,1475,123,,3934
2011,Serbia and Kosovo (S/RES/1244 (1999)),Vojvodina : Region,0,633,,1507,12240,8687,0,23067,0,717,,1653,14480,5182,0,22032
2011,Serbia and Kosovo (S/RES/1244 (1999)),Serbia : Dispersed in the country / territory,1898,1861,,1901,5277,1488,0,12425,1958,1911,,1951,6546,1442,0,13808
2011,Serbia and Kosovo (S/RES/1244 (1999)),Central serbia,4,5,,5,35,1,0,50,7,31,,13,289,0,0,340
2011,Serbia and Kosovo (S/RES/1244 (1999)),Central and Southern Serbia,5,4824,,7151,41722,15684,0,69386,6,5165,,7487,42423,12406,0,67487
2011,Serbia and Kosovo (S/RES/1244 (1999)),Belgrade : Point,30,2999,,4793,29142,13448,0,50412,17,3173,,5207,30680,9246,0,48323
2011,Syrian Arab Rep.,Tartous : Mohafazat - Governorates,29,54,,73,213,20,,389,27,66,,73,168,30,,364
2011,Syrian Arab Rep.,Syrian Arab Republic : Dispersed in the country / territory,186,315,,303,1078,93,,1975,207,339,,289,906,90,,1831
2011,Syrian Arab Rep.,Raqqa : Mohafazat - Governorates,0,0,,0,0,1,,1,0,0,,0,1,1,,2
2011,Syrian Arab Rep.,Lattakia : Mohafazat - Governorates,21,64,,58,211,24,,378,30,77,,71,205,36,,419
2011,Syrian Arab Rep.,Idleb : Mohafazat - Governorates,31,42,,39,122,6,,240,32,54,,43,111,9,,249
2011,Syrian Arab Rep.,Homs : Mohafazat - Governorates,144,288,,262,923,117,,1734,160,277,,294,783,146,,1660
2011,Syrian Arab Rep.,Hassakeh : Mohafazat - Governorates,461,660,,464,1793,199,,3577,451,765,,482,1110,158,,2966
2011,Syrian Arab Rep.,Hama : Mohafazat - Governorates,15,37,,26,114,14,,206,28,31,,29,91,17,,196
2011,Syrian Arab Rep.,Dayr_Az_Zor : Mohafazat - Governorates,138,188,,126,456,31,,939,156,186,,162,365,38,,907
2011,Syrian Arab Rep.,Dara : Mohafazat - Governorates,103,207,,161,523,56,,1050,133,207,,188,468,49,,1045
2011,Syrian Arab Rep.,As_Suweida : Mohafazat - Governorates,19,29,,15,45,3,,111,21,26,,13,42,1,,103
2011,Syrian Arab Rep.,Aleppo : Mohafazat - Governorates,340,559,,498,1804,196,,3397,367,546,,494,1663,233,,3303
2011,Syrian Arab Rep.,Damascus : Point,3225,6190,,5540,22904,3294,,41153,3460,6612,,5756,19893,3431,,39152
2011,Syrian Arab Rep.,Al Hol : Point,11,8,,15,38,6,,78,14,6,,7,71,6,,104
2012,Afghanistan,Afghanistan : Dispersed in the country / territory,214,62,,20,718,7,,1021,218,71,,15,3353,1,,3658
2012,Afghanistan,Zabul : Wilayat - Province,302,1822,,1558,3772,251,,7705,314,1899,,1731,4205,404,,8553
2012,Afghanistan,Wardak : Wilayat - Province,376,1448,,1367,3541,183,,6915,365,1521,,1457,3670,342,,7355
2012,Afghanistan,Uruzgan : Wilayat - Province,264,2285,,2240,5290,366,,10445,250,2360,,2412,5977,537,,11536
2012,Afghanistan,Takhar : Wilayat - Province,767,1434,,828,2195,107,,5331,776,1503,,873,2615,215,,5982
2012,Afghanistan,Sari Pul : Wilayat - Province,620,2061,,1778,4353,315,,9127,659,2192,,1946,4747,480,,10024
2012,Afghanistan,Samangan : Wilayat - Province,256,555,,331,882,55,,2079,225,536,,345,890,86,,2082
2012,Afghanistan,Parwan : Wilayat - Province,718,1713,,1285,3359,152,,7227,751,1814,,1387,3584,272,,7808
2012,Afghanistan,Panjsher : Wilayat - Province,42,99,,97,237,13,,488,39,110,,98,253,19,,519
2012,Afghanistan,Paktya : Wilayat - Province,1780,3546,,2357,6194,339,,14216,1889,3530,,2680,5163,653,,13915
2012,Afghanistan,Paktika : Wilayat - Province,86,596,,464,1113,71,,2330,92,652,,509,1243,104,,2600
2012,Afghanistan,Nuristan : Wilayat - Province,77,513,,511,1185,80,,2366,77,525,,549,1343,118,,2612
2012,Afghanistan,Nimroz : Wilayat - Province,31,100,,96,227,17,,471,54,118,,97,274,26,,569
2012,Afghanistan,Nangarhar : Wilayat - Province,19929,67216,,40088,95730,5035,,227998,20051,69402,,43791,96222,7729,,237195
2012,Afghanistan,Logar : Wilayat - Province,1632,4295,,3132,7672,406,,17137,1737,4528,,3305,7211,734,,17515
2012,Afghanistan,Laghman : Wilayat - Province,3344,8981,,5429,13235,598,,31587,3284,9197,,6117,13245,1063,,32906
2012,Afghanistan,Kunduz : Wilayat - Province,4113,8128,,4450,12288,583,,29562,4400,8547,,4890,12227,1022,,31086
2012,Afghanistan,Kunar : Wilayat - Province,4435,10930,,7702,18480,980,,42527,4472,11565,,8493,19152,1707,,45389
2012,Afghanistan,Khost : Wilayat - Province,443,1333,,1114,2773,197,,5860,454,1455,,1285,2816,305,,6315
2012,Afghanistan,Kapisa : Wilayat - Province,352,2086,,2055,4883,318,,9694,365,2158,,2195,5441,488,,10647
2012,Afghanistan,Kandahar : Wilayat - Province,2643,10703,,7298,18162,1205,,40011,2677,11137,,8367,19836,1770,,43787
2012,Afghanistan,Kabul : Wilayat - Province,6844,14996,,10735,31005,1485,,65065,7138,15733,,11626,29157,2594,,66248
2012,Afghanistan,Jawzjan : Wilayat - Province,1308,3279,,2468,7786,588,,15429,1295,3443,,2587,8076,872,,16273
2012,Afghanistan,Hirat : Wilayat - Province,1716,10580,,10976,27260,1811,,52343,1841,11041,,11624,31304,2695,,58505
2012,Afghanistan,Hilmand : Wilayat - Province,1596,7946,,7211,17165,1185,,35103,1613,8261,,7959,19156,1799,,38788
2012,Afghanistan,Ghor : Wilayat - Province,212,2283,,2418,5654,394,,10961,220,2380,,2596,6493,588,,12277
2012,Afghanistan,Ghazni : Wilayat - Province,927,5226,,3282,8551,570,,18556,912,5586,,3655,9492,895,,20540
2012,Afghanistan,Faryab : Wilayat - Province,741,3245,,2957,7457,501,,14901,800,3396,,3086,8287,817,,16386
2012,Afghanistan,Farah : Wilayat - Province,362,1259,,1234,2865,190,,5910,381,1362,,1268,3115,273,,6399
2012,Afghanistan,Day Kundi : Wilayat - Province,63,313,,147,463,23,,1009,65,291,,197,468,43,,1064
2012,Afghanistan,Bamyan : Wilayat - Province,100,170,,135,483,37,,925,73,192,,148,539,57,,1009
2012,Afghanistan,Balkh : Wilayat - Province,1320,3037,,2277,6413,430,,13477,1369,3103,,2465,6638,669,,14244
2012,Afghanistan,Baghlan : Wilayat - Province,1452,2902,,1797,4844,243,,11238,1526,2929,,1924,4899,488,,11766
2012,Afghanistan,Badghis : Wilayat - Province,140,908,,921,2175,145,,4289,123,941,,993,2522,225,,4804
2012,Afghanistan,Badakhshan : Wilayat - Province,39,131,,78,216,10,,474,36,128,,131,844,26,,1165
2012,Eritrea,Gesh Barka,17,10,,2,30,0,,59,13,14,,11,51,1,,90
2012,Eritrea,Emkulu : Point,307,424,,228,646,30,,1635,367,436,,262,713,33,,1811
2012,Eritrea,Asmara : Point,5,10,,4,21,0,,40,2,11,,7,22,1,,43
2012,Gambia,Gambia : Dispersed in the country / territory,781,1103,,680,2344,308,,5216,823,1054,,686,1778,296,,4637
2012,Iran (Islamic Rep. of),Ziveh,17,30,,37,129,11,,224,14,29,,30,112,12,,197
2012,Iran (Islamic Rep. of),Varmahang,1,1,,2,2,0,,6,0,0,,0,3,0,,3
2012,Iran (Islamic Rep. of),Torbat e Jam,137,255,,300,1173,106,,1971,139,260,,323,1254,160,,2136
2012,Iran (Islamic Rep. of),Taft,30,41,,105,218,12,,406,39,80,,87,255,19,,480
2012,Iran (Islamic Rep. of),Sultanieh : Point,0,0,,0,4,3,,7,0,0,,0,5,5,,10
2012,Iran (Islamic Rep. of),Saveh,433,650,,518,961,92,,2654,483,550,,637,1007,147,,2824
2012,Iran (Islamic Rep. of),Sarvestan,24,30,,32,99,6,,191,28,33,,33,94,12,,200
2012,Iran (Islamic Rep. of),Mohajerin,234,253,,330,920,84,,1821,227,300,,302,894,109,,1832
2012,Iran (Islamic Rep. of),Meybod,52,107,,110,277,16,,562,62,103,,120,302,23,,610
2012,Iran (Islamic Rep. of),Khuzestan Province,0,1,,0,3,,,4,1,0,,0,3,0,,4
2012,Iran (Islamic Rep. of),Dilzeh,6,10,,15,33,5,,69,15,10,,15,39,2,,81
2012,Iran (Islamic Rep. of),Bezileh,2,3,,3,23,1,,32,1,4,,5,17,1,,28
2012,Iran (Islamic Rep. of),Bani Najjar,155,151,,190,673,27,,1196,164,152,,180,635,33,,1164
2012,Iran (Islamic Rep. of),Ardakan,151,227,,250,619,30,,1277,162,230,,258,686,45,,1381
2012,Iran (Islamic Rep. of),Abazar,3,10,,12,47,7,,79,7,10,,16,65,2,,100
2012,Iran (Islamic Rep. of),Tehran County : Shahrestan - County,0,3,,2,7,0,,12,1,2,,1,13,0,,17
2012,Iran (Islamic Rep. of),Sonqor : Shahrestan - County,1,5,,6,19,3,,34,1,6,,7,15,2,,31
2012,Iran (Islamic Rep. of),Rafsanjan : Shahrestan - County,376,550,,583,586,204,,2299,374,520,,651,565,265,,2375
2012,Iran (Islamic Rep. of),Markazi : Ostan - Province,1,2,,4,11,0,,18,3,9,,2,13,0,,27
2012,Iran (Islamic Rep. of),Khorasan : Ostan - Province,0,0,,0,0,0,,0,0,0,,0,2,0,,2
2012,Iran (Islamic Rep. of),Kerman County : Shahrestan - County,0,0,,0,0,0,,0,0,0,,1,2,0,,3
2012,Iran (Islamic Rep. of),Jahrom : Shahrestan - County,8,15,,18,60,7,,108,6,10,,14,60,4,,94
2012,Iran (Islamic Rep. of),Iran (Islamic Republic of) : Dispersed in the country / territor,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2012,Iran (Islamic Rep. of),Dalaki Bushehr province,25,9,,10,22,2,,68,23,7,,10,18,0,,58
2012,Iran (Islamic Rep. of),Bardsir : Shahrestan - County,236,250,,279,579,32,,1376,230,260,,279,584,29,,1382
2012,Iraq,Wassit,2264,5082,,4218,4218,956,,16738,2667,2961,,2961,7648,571,,16808
2012,Iraq,Thi-Qar,1967,4414,,3664,3664,830,,14539,2316,2571,,2571,6642,495,,14595
2012,Iraq,Sulaymaniyah,306,564,,504,2046,145,,3565,366,572,,709,4170,192,,6009
2012,Iraq,Salah al-Din,3274,7348,,6100,6100,1382,,24204,3856,4283,,4282,11058,824,,24303
2012,Iraq,Qadissyah,1024,2309,,1907,1911,433,,7584,1209,1342,,1340,3462,257,,7610
2012,Iraq,Ninewa,541,1207,,999,1251,259,,4257,626,740,,768,1979,169,,4282
2012,Iraq,Najaf,1993,4481,,3712,3728,841,,14755,2351,2609,,2610,6747,503,,14820
2012,Iraq,Muthanna,515,1156,,959,959,218,,3807,606,673,,673,1739,130,,3821
2012,Iraq,Missan,1033,2317,,1923,1923,435,,7631,1216,1349,,1351,3490,260,,7666
2012,Iraq,Makhmour : Point,795,1452,,598,2268,169,,5282,741,1343,,661,2346,179,,5270
2012,Iraq,Kirkuk,3293,7389,,6134,6135,1390,,24341,3878,4305,,4304,11122,829,,24438
2012,Iraq,Kerbala,329,735,,609,619,142,,2434,390,430,,429,1113,82,,2444
2012,Iraq,Iraq : Dispersed in the country / territory,3,3,,6,4,0,,16,2,6,,10,3,,,21
2012,Iraq,Erbil,5510,11593,,9569,11717,2154,,40543,6417,7119,,7246,24305,1335,,46422
2012,Iraq,Dohuk   ,6972,15648,,12989,12989,2944,,51542,8212,9115,,9115,23550,1756,,51748
2012,Iraq,Diyala,2900,6505,,5400,5400,1224,,21429,3413,3790,,3790,9791,730,,21514
2012,Iraq,Dahuk,3265,2988,,1821,8520,372,,16966,3362,3159,,3271,20026,326,,30144
2012,Iraq,Baghdad,14296,32011,,26782,28846,6346,,108281,16814,18923,,19069,50223,4006,,109035
2012,Iraq,Babylon,2440,5476,,4546,4546,1030,,18038,2874,3190,,3190,8241,615,,18110
2012,Iraq,Anbar/AlQaim,938,1034,,532,1984,170,,4658,964,1011,,568,1401,114,,4058
2012,Iraq,Anbar,3713,8359,,6912,6956,1566,,27506,4373,4880,,4852,12595,936,,27636
2012,Mali,Sikasso : Region,45,51,,35,116,3,,250,41,54,,25,115,2,,237
2012,Mali,Kayes : Region,1,11,,7,17,0,,36,9,9,,10,23,4,,55
2012,Mali,Faragouana : Point,2,4,,2,7,0,,15,1,5,,3,13,0,,22
2012,Mali,Bamako : District,1361,1749,,1118,2147,155,,6530,1528,1825,,1141,2329,200,,7023
2012,Russian Federation,Russian Federation : Dispersed in the country / territory,,,,,,,,0,,,,,,,,0
2012,Russian Federation,North Caucasus,,,,,,,,0,,,,,,,,0
2012,Russian Federation,Chechnya : Republic,,,,,,,,0,,,,,,,,0
2012,Somalia,Shabelle Hoose : Gobolka - Region,,,,,,,,0,,,,,,,,0
2012,Somalia,Mogadishu Area,12,11,,1,15,0,,39,8,5,,1,21,0,,35
2012,Somalia,Hargeisa : District,649,666,,320,1650,11,,3296,606,702,,306,1737,47,,3398
2012,Somalia,Gaalkacyo Region,34,49,,10,100,2,,195,63,47,,10,101,10,,231
2012,Somalia,Bossaso Region,243,373,,159,811,32,,1618,264,347,,140,1218,44,,2013
2012,Somalia,Bay : Gobolka - Region,,,,,,,,0,,,,,,,,0
2012,Serbia and Kosovo (S/RES/1244 (1999)),Vojvodina : Autonomous Province,0,618,,1463,11739,8245,,22065,0,700,,1603,13909,4937,,21149
2012,Serbia and Kosovo (S/RES/1244 (1999)),Kosovo (S/RES/1244 (1999)) : Dispersed in the country / territor,1131,1266,,1297,3994,1364,,9052,1202,1295,,1333,5240,1322,,10392
2012,Serbia and Kosovo (S/RES/1244 (1999)),Central Serbia : Regional Grouping,3,12,,9,44,0,,68,4,10,,26,209,4,,253
2012,Serbia and Kosovo (S/RES/1244 (1999)),Central and Southern Serbia : Regional Grouping,5,4782,,7084,41217,15472,,68560,6,5113,,7419,41966,12281,,66785
2012,Serbia and Kosovo (S/RES/1244 (1999)),Belgrade : Capital City,30,2996,,4781,28919,13204,,49930,17,3168,,5190,30447,9140,,47962
2012,Syrian Arab Rep.,Al Hol : Point,5,4,,5,30,4,,48,7,5,,2,40,3,,57
2012,Syrian Arab Rep.,Tartous : Mohafazah - Governorate,18,27,,41,121,16,,223,15,31,,42,111,27,,226
2012,Syrian Arab Rep.,Syrian Arab Republic : Dispersed in the country / territory,122,220,,187,779,61,,1369,124,229,,225,669,67,,1314
2012,Syrian Arab Rep.,Raqqa : Mohafazah - Governorate,12,22,,15,45,3,,97,14,18,,18,34,1,,85
2012,Syrian Arab Rep.,Lattakia : Mohafazah - Governorate,10,44,,37,140,16,,247,21,44,,53,145,25,,288
2012,Syrian Arab Rep.,Idleb : Mohafazah - Governorate,16,19,,21,83,2,,141,18,38,,26,74,2,,158
2012,Syrian Arab Rep.,Homs : Mohafazah - Governorate,60,133,,133,421,49,,796,80,151,,138,399,80,,848
2012,Syrian Arab Rep.,Hassakeh : Mohafazah - Governorate,375,620,,412,1612,192,,3211,359,671,,473,1014,138,,2655
2012,Syrian Arab Rep.,Hama : Mohafazah - Governorate,7,20,,14,62,6,,109,16,21,,25,44,8,,114
2012,Syrian Arab Rep.,Dayr Az-Zor : Mohafazah - Governorate,50,80,,64,215,12,,421,50,71,,60,193,20,,394
2012,Syrian Arab Rep.,Dara : Mohafazah - Governorate,56,110,,102,321,29,,618,70,128,,139,311,36,,684
2012,Syrian Arab Rep.,Damascus : Mohafazah - Governorate,1903,3846,,3485,14649,1972,,25855,1983,4020,,3686,14396,2300,,26385
2012,Syrian Arab Rep.,As-Suweida : Mohafazah - Governorate,2,1,,1,7,0,,11,1,1,,3,9,0,,14
2012,Syrian Arab Rep.,Aleppo : Mohafazah - Governorate,176,268,,254,1027,93,,1818,165,259,,285,1016,126,,1851
2013,Afghanistan,Zabul : Wilayat - Province,972,1531,,1085,3339,166,,7093,1004,1543,,1151,3009,299,,7006
2013,Afghanistan,Wardak : Wilayat - Province,1164,1875,,1377,4357,220,,8993,1188,1891,,1427,3810,395,,8711
2013,Afghanistan,Uruzgan : Wilayat - Province,1510,2245,,1573,5004,247,,10579,1549,2208,,1649,4453,420,,10279
2013,Afghanistan,Urozgan : Wilayat - Province,9,60,,36,78,5,,188,14,50,,32,84,10,,190
2013,Afghanistan,Takhar : Wilayat - Province,214,590,,382,1034,63,,2283,206,594,,393,1008,113,,2314
2013,Afghanistan,Sari Pul : Wilayat - Province,852,1267,,887,2823,139,,5968,874,1246,,931,2513,237,,5801
2013,Afghanistan,Sar-e Pol : Wilayat - Province,142,483,,378,1009,79,,2091,136,502,,399,985,129,,2151
2013,Afghanistan,Samangan : Wilayat - Province,82,228,,164,443,35,,952,66,261,,171,387,53,,938
2013,Afghanistan,Parwan : Wilayat - Province,378,1042,,781,2292,95,,4588,389,1094,,829,2136,202,,4650
2013,Afghanistan,Panjshir : Wilayat - Province,15,54,,57,164,7,,297,12,60,,60,149,9,,290
2013,Afghanistan,Panjsher : Wilayat - Province,17,25,,18,56,3,,119,17,25,,19,49,5,,115
2013,Afghanistan,Paktya : Wilayat - Province,92,137,,96,305,15,,645,94,135,,101,271,26,,627
2013,Afghanistan,Paktika : Wilayat - Province,452,689,,481,1522,77,,3221,454,675,,514,1347,132,,3122
2013,Afghanistan,Paktia : Wilayat - Province,672,1810,,1396,3592,241,,7711,656,1865,,1465,2891,411,,7288
2013,Afghanistan,Nuristan : Wilayat - Province,384,582,,421,1268,62,,2717,394,582,,430,1136,106,,2648
2013,Afghanistan,Nimruz : Wilayat - Province,20,41,,30,115,6,,212,15,66,,41,123,8,,253
2013,Afghanistan,Nimroz : Wilayat - Province,35,52,,37,116,6,,246,36,51,,38,104,10,,239
2013,Afghanistan,Nangarhar : Wilayat - Province,8809,17632,,12615,35006,1794,,75856,9006,17753,,13198,31242,3080,,74279
2013,Afghanistan,Logar : Wilayat - Province,920,2180,,1618,4280,223,,9221,964,2227,,1690,3730,397,,9008
2013,Afghanistan,Laghman : Wilayat - Province,932,2571,,1751,4436,206,,9896,922,2542,,1763,4117,372,,9716
2013,Afghanistan,Kunduz : Wilayat - Province,1391,3672,,2494,6334,337,,14228,1518,3835,,2648,5974,591,,14566
2013,Afghanistan,Kunar : Wilayat - Province,2878,5080,,3478,10084,501,,22021,2951,5088,,3741,9220,876,,21876
2013,Afghanistan,Khost : Wilayat - Province,853,1493,,1096,3264,196,,6902,852,1503,,1201,2879,303,,6738
2013,Afghanistan,Kapisa : Wilayat - Province,327,630,,450,1440,69,,2916,346,621,,482,1292,118,,2859
2013,Afghanistan,Kandahar : Wilayat - Province,3963,7142,,5138,14505,749,,31497,4074,7039,,5498,13556,1307,,31474
2013,Afghanistan,Kabul : Wilayat - Province,2623,8261,,6385,21106,1116,,39491,2655,8630,,6699,18542,1872,,38398
2013,Afghanistan,Jowzjan : Wilayat - Province,242,900,,648,2045,176,,4011,222,929,,645,1830,253,,3879
2013,Afghanistan,Jawzjan : Wilayat - Province,807,1200,,841,2675,132,,5655,828,1180,,882,2380,225,,5495
2013,Afghanistan,Hirat : Wilayat - Province,7988,11880,,8321,26475,1307,,55971,8196,11680,,8725,23561,2223,,54385
2013,Afghanistan,Hilmand : Wilayat - Province,8715,12959,,9078,28882,1424,,61058,8940,12742,,9518,25706,2425,,59331
2013,Afghanistan,Herat : Wilayat - Province,366,1200,,1002,4639,225,,7432,299,1384,,1047,4426,337,,7493
2013,Afghanistan,Helmand : Wilayat - Province,423,1244,,855,1828,116,,4466,414,1213,,963,1744,213,,4547
2013,Afghanistan,Ghor : Wilayat - Province,2286,3404,,2389,7600,377,,16056,2348,3351,,2506,6787,642,,15634
2013,Afghanistan,Ghazni : Wilayat - Province,1679,2665,,1921,6079,330,,12674,1737,2671,,2025,5442,548,,12423
2013,Afghanistan,Faryab : Wilayat - Province,3110,4853,,3422,10791,540,,22716,3195,4846,,3561,9546,946,,22094
2013,Afghanistan,Farah : Wilayat - Province,956,1635,,1202,3639,175,,7607,999,1655,,1233,3277,298,,7462
2013,Afghanistan,Daykundi : Wilayat - Province,6,40,,24,103,8,,181,11,39,,27,108,13,,198
2013,Afghanistan,Bamyan : Wilayat - Province,20,103,,83,343,32,,581,15,89,,75,309,46,,534
2013,Afghanistan,Balkh : Wilayat - Province,1164,2383,,1693,5482,315,,11037,1196,2429,,1803,4898,498,,10824
2013,Afghanistan,Baghlan : Wilayat - Province,630,1612,,1113,3068,145,,6568,634,1692,,1156,2814,321,,6617
2013,Afghanistan,Badghis : Wilayat - Province,1252,1878,,1312,4154,202,,8798,1271,1840,,1372,3731,350,,8564
2013,Afghanistan,Badakhshan : Wilayat - Province,187,296,,210,659,30,,1382,183,291,,223,655,58,,1410
2013,Afghanistan,Afghanistan : Dispersed in the country / territory,78,256,,228,441,11,,1014,104,212,,177,225,15,,733
2013,Eritrea,Gash Barka : Zoba - Region,12,12,,1,28,0,,53,9,16,,10,46,1,,82
2013,Eritrea,Emkulu : Point,279,379,,197,578,25,,1458,297,392,,235,647,31,,1602
2013,Eritrea,Asmara : Point,5,4,,1,9,0,,19,3,5,,2,8,1,,19
2013,Gambia,No,3,13,,13,60,3,,92,9,22,,15,69,5,,120
2013,Gambia,Gambia : Dispersed in the country / territory,773,1086,,668,2268,299,,5094,807,1025,,669,1681,287,,4469
2013,Iran (Islamic Rep. of),Ziveh : Point,7,20,,29,100,11,,167,7,19,,20,80,12,,138
2013,Iran (Islamic Rep. of),Varmahang : Point,1,1,,2,2,0,,6,0,0,,0,3,0,,3
2013,Iran (Islamic Rep. of),Sultanieh : Point,0,0,,1,4,3,,8,0,0,,1,5,5,,11
2013,Iran (Islamic Rep. of),Mohajerin : Point,230,247,,326,908,84,,1795,227,300,,302,894,109,,1832
2013,Iran (Islamic Rep. of),Kerman : Shahrestan - County,1,,,1,1,,,3,1,1,,1,3,,,6
2013,Iran (Islamic Rep. of),Islamic Republic of Iran : Dispersed in the country / territory,,,,,,,,0,,,,,,,,0
2013,Iran (Islamic Rep. of),Dilzeh : Point,4,6,,12,20,3,,45,7,5,,8,23,2,,45
2013,Iran (Islamic Rep. of),Dalaki : Point,27,9,,10,26,2,,74,26,8,,14,21,0,,69
2013,Iran (Islamic Rep. of),Bezileh : Point,1,2,,2,15,1,,21,1,4,,4,12,1,,22
2013,Iran (Islamic Rep. of),Bani Najjar : Point,150,143,,184,670,26,,1173,154,152,,180,630,33,,1149
2013,Iran (Islamic Rep. of),Abazar : Point,3,10,,12,46,7,,78,7,10,,16,63,2,,98
2013,Iran (Islamic Rep. of),Torbat e jam : Shahrestan - County,137,255,,305,1173,106,,1976,139,260,,326,1254,160,,2139
2013,Iran (Islamic Rep. of),Tehran : Shahrestan - County,2,4,,5,16,1,,28,4,4,,4,17,0,,29
2013,Iran (Islamic Rep. of),Taft : Shahrestan - County,30,41,,114,224,12,,421,39,80,,92,260,19,,490
2013,Iran (Islamic Rep. of),Sonqor : Shahrestan - County,1,4,,4,11,3,,23,1,5,,6,9,2,,23
2013,Iran (Islamic Rep. of),Saveh : Shahrestan - County,363,580,,448,891,22,,2304,450,530,,601,920,120,,2621
2013,Iran (Islamic Rep. of),Sarvestan : Shahrestan - County,34,41,,47,115,6,,243,28,33,,42,117,17,,237
2013,Iran (Islamic Rep. of),Rafsanjan : Shahrestan - County,376,550,,574,586,204,,2290,374,515,,651,560,265,,2365
2013,Iran (Islamic Rep. of),Meybod : Shahrestan - County,52,107,,121,277,16,,573,62,103,,131,304,24,,624
2013,Iran (Islamic Rep. of),Markazi : Ostan - Province,1,2,,4,10,0,,17,3,8,,2,12,0,,25
2013,Iran (Islamic Rep. of),Khuzestan : Ostan - Province,0,1,,0,3,0,,4,1,0,,0,3,0,,4
2013,Iran (Islamic Rep. of),Khorasan : Ostan - Province,0,0,,0,0,0,,0,0,0,,0,2,0,,2
2013,Iran (Islamic Rep. of),Jahrom : Shahrestan - County,8,13,,15,55,7,,98,6,9,,11,54,4,,84
2013,Iran (Islamic Rep. of),Bardsir : Shahrestan - County,249,250,,301,598,32,,1430,245,260,,294,594,29,,1422
2013,Iran (Islamic Rep. of),Ardakan : Shahrestan - County,151,227,,250,619,30,,1277,162,226,,258,686,45,,1377
2013,Iraq,Wasit : Muhafazah - Province,86,186,,159,161,37,,629,99,114,,114,289,23,,639
2013,Iraq,Sulaymaniyah : Muhafazah - Province,1687,1851,,1267,5825,311,,10941,1830,1953,,2090,10983,311,,17167
2013,Iraq,Salah al-Din : Muhafazah - Province,103,207,,192,215,46,,763,120,135,,138,347,28,,768
2013,Iraq,Qadisiyyah : Muhafazah - Province,14,30,,25,25,6,,100,16,18,,18,46,3,,101
2013,Iraq,Ninewa : Muhafazah - Province,700,1305,,1229,1766,316,,5316,791,920,,950,2463,206,,5330
2013,Iraq,Najaf : Muhafazah - Province,177,401,,337,346,77,,1338,203,253,,256,620,45,,1377
2013,Iraq,Muthanna : Muhafazah - Province,8,18,,15,15,3,,59,10,11,,11,27,2,,61
2013,Iraq,Missan : Muhafazah - Province,60,134,,112,113,26,,445,70,79,,79,206,16,,450
2013,Iraq,Makhmour : Point,787,1451,,598,2268,169,,5273,731,1341,,668,2345,176,,5261
2013,Iraq,Kirkuk : Muhafazah - Province,63,140,,120,123,27,,473,75,86,,84,216,16,,477
2013,Iraq,Kerbala : Muhafazah - Province,264,593,,500,507,111,,1975,306,356,,377,890,68,,1997
2013,Iraq,Iraq : Dispersed in the country / territory,,,,,,,,0,,,,,,,,0
2013,Iraq,Erbil : Muhafazah - Province,5683,5093,,3671,17478,815,,32740,5710,5382,,5704,32904,746,,50446
2013,Iraq,Diyala : Muhafazah - Province,196,438,,365,368,82,,1449,228,263,,263,657,48,,1459
2013,Iraq,Dhi Qar : Muhafazah - Province,1421,2659,,2647,3177,600,,10504,1674,1857,,1857,4800,358,,10546
